Company_Name,Founded,HeadQuarter,Sector,What_it_does,Investor,Amount($),Stage,Funding_Year
Svami,2016.0,Mumbai,Food & Bevarages,Svami is the result of three seasoned drinkers extending their love for libations to the larger world of drinks.,"Niren Shah, Rukam Capital Trust",800000.0,Undisclosed,2020
Dhurnia,2018.0,"Dhingsara, Haryana",EdTech,Developer of an online learning platform intended for various competitive exam preparations.,"Chandigarh Angels Network, Modulor Capital",100000.0,Undisclosed,2020
Leena AI,2015.0,"New York, United States",AI startup,Leena AI offers a human resource management platform that transforms employee experience with conversational AI.,"Alan Patricof, Jim Moffatt",8000000.0,Undisclosed,2020
Bizlog,2016.0,Bangalore,Logistics,Bizlog Value Chain enables re-commerce and circular economy through unique REVERSE LOGISTICS engine.,IAN Fund,1000000.0,Undisclosed,2020
Tamasha.live,2020.0,Mumbai,Gaming,"Tamasha offers a platform for influencers to host live, video based, real money contests and games.","9Unicorns, Titan Capital, FirstCheque",300000.0,Undisclosed,2020
Fedo,2017.0,Bangalore,AI startup,Artificial Intelligence based Credit Score for Health,AIM Smart City,1000000.0,Undisclosed,2020
FabHotels,2015.0,Gurugram,Hospitality,Fabhotels is the online aggregator for hotel rooms. It aims to provide standardized services at economical budgets.,"RB Investments Pte. Ltd, Goldman Sachs",1000000.0,Undisclosed,2020
Freshokartz,2016.0,"Jaipur, Rajastan",AgriTech,"Freshokartz provides soil data based crop and fertilisers recommendation to farmers and delivery seeds, pesticides","Rajasthan Venture Capital Fund, Innovana Thinklabs",1000000.0,Pre-series A,2020
FlexiLoans,2016.0,Mumbai,FinTech,"an online lending platform started with an endeavour to solve the problem that SMEs face in accessing Quick, Flexible and Adequate funds for growing their Businesses.",>Vikram Sud,6000000.0,Debt,2020
FreshtoHome,2015.0,Bangalore,E-commerce,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,"Ascent Capital, Iron Pillar",121000000.0,Series C,2020
Credable,2017.0,Mumbai,FinTech,CredAble provides working capital & supply chain finance programs for large enterprises and their suppliers and distributors.,Oaks Asset Management,4500000.0,Undisclosed,2020
Railofy,2019.0,Mumbai,Transportation,Railofy is a WL & RAC protection that enables waitlisted passengers to reach their destination at the lowest possible price.,"Roots Ventures, Better Capital",5000000.0,Seed,2020
Finova Capital,2016.0,"Jaipur, Rajastan",FinTech,Finova Capital is a non-banking financial company.,"Sequoia Capital India, Faering Capital",55000000.0,Undisclosed,2020
Teachmint,2020.0,Bangalore,EdTech,Teachmint is an easy to use platform for tutors to conduct unlimited live classes and manage their classrooms,Lightspeed India,3500000.0,Seed,2020
Peel-Works,2010.0,Mumbai,E-commerce,Peel-Works is a tech and data analytics company specializing in e-commerce for corner stores.,"CESC Ventures, Brun Raschle",3000000.0,Undisclosed,2020
Janani,2020.0,Bangalore,Fertility tech,Janani aims to make the process of infertility treatment and assisted fertilisation easier,9Unicorns,200000.0,Pre-seed,2020
Credgenics,2018.0,Gurugram,FinTech,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction","Accel, Sunder Nookala",3300000.0,Seed,2020
Jumbotail,2015.0,Bangalore,E-commerce,"Jumbotail is solving an important problem of organising food and grocery ecosystem in India through technology, data science and design.",Nexus Venture Partners and 23 High Networth Individuals (HNIs),11000000.0,Series B2,2020
Winzo,2018.0,New Delhi,Gaming startup,WinZO is a mobile e-sports social gaming platform that offers monetary benefits and prizes to players.,"Makers Fund, Courtside Ventures",2000000.0,Undisclosed,2020
mCaffeine,2015.0,Mumbai,Cosmetics,"MCaffeine is a personal care brand that offers caffein-infused face, body, and hair care products.","RPSG Ventures, Amicus Capital",5000000.0,Series B,2020
Pocket FM,2018.0,Bangalore,FM,Pocket FM is an audiobook & podcast app that brings you over 10K+ popular audiobooks.,"Times Group, Lightspeed",5000000.0,Series A,2020
FreshtoHome,2015.0,Bangalore,E-commerce,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,"Ascent Capital, Iron Pillar",16000000.0,Undisclosed,2020
Jumbotail,2015.0,Bangalore,Retail,Jumbotail is solving an important problem of organising food and grocery ecosystem in India,"Nexus Venture Partners, Capria Ventures",11000000.0,Series B2,2020
Genius Teacher,2016.0,Mumbai,EdTech,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students","Sandeep Tandon, Daniel Lapus",2000000.0,Undisclosed,2020
Krimanshi Feeds,2015.0,Jodhpur,Nutrition sector,Krimanshi aims to increase rural income by improving the productivity of Indian cattle with better quality feed.,"Rajasthan Venture Capital Fund, AIM Smart City",500000.0,Undisclosed,2020
Origo,2010.0,Gurugram,AgriTech,Provider of marketing and warehousing services for agricultural commodities.,Northern Arc Capital,4000000.0,Debt,2020
GetVantage,2019.0,Mumbai,FinTech,GetVantage is India and Southeast Asia's first fintech enabled Revenue-based financing platform.,"Samyakth Capital, Venture Catalysts",5000000.0,Seed,2020
Betterplace,2015.0,Bangalore,Tech platform,Developer of a digital verification platform designed to manage the semi-formal workforce.,Jungle Ventures,10000000.0,Series B,2020
Biddano,2016.0,Mumbai,HealthCare,India's 1st tech-enabled healthcare logistics platform.,Windrose Capital,600000.0,Pre-series A,2020
InVideo,2017.0,Mumbai,Video,InVideo enables you to transform your content into great videos.,"Base Partners, Sequoia Capital India",15000000.0,Series A,2020
Arzooo,2016.0,Bangalore,Retail Tech,"Retail tech platform empowering 300,000+ small retailers in electronics space to compete with big organised players and increase sales","3Lines, Jabbar Internet Group",7500000.0,Series A,2020
Hubilo,2020.0,"San Francisco, California, United States",Tech company,World’s smartest virtual event platform that brings Experience & Intelligence together,"Nishant Rao, Jonathan Boutelle",4500000.0,Seed,2020
BASIC Home Loan,2020.0,Gurugram,FinTech,"A platform for automating home loans for middle and low-income households in India,",Picus Capital,5000000.0,Seed,2020
Ketos,2015.0,"San Francisco, United States",AI startup,KETOS provides hardware and software analytics solutions and real-time data for usage and flow across water systems.,"Citi Ventures, Illuminated Funds Group",18000000.0,Undisclosed,2020
SUGAR cosmetics,2012.0,Mumbai,Cosmetics,It is a cruelty-free makeup brand providing cosmetics that is high on style and higher on performance.,"A91 Partners, RB Investments Pte. Ltd",2000000.0,Debt,2020
Signzy,2015.0,Bangalore,FinTech,It is creating 'building blocks for a Digital Trust system.,"GenNext Ventures, Contrarian Drishti Partners",5400000.0,Undisclosed,2020
Tekion,2016.0,"San Ramon, California",AI startup,It is a cloud-built platform with advanced machine learning and AI capabilities for a personalized and seamless consumer experience.,"Alliance Ventures, Storm Ventures",150000000.0,Series C,2020
Brighteye Ventures,2017.0,"Paris, Ile-de-France, France",EdTech,Education technology venture capital firm.,Tandem,5400000.0,Undisclosed,2020
EzeRx,2018.0,Kolkata,Medtech,Developer and manufacturer of medical devices,"Indian Oil Corporation, Krishna Chakravarty",200000.0,Seed,2020
VitalTech,2018.0,"Plano, Texas, United States",HeathTech,"VitalTech is a develop technologies that empower patients to better care for their safety,",Tech Mahindra,3000000.0,Seed,2020
Genius Teacher,2016.0,Mumbai,EdTech,"Genius Teacher creates engaging educational content, delivers fun learning experience to the students","Whiteboard Capital, VKG Ventures LLP.",2000000.0,Undisclosed,2020
Ultraviolette Automotive,2014.0,Bangalore,Automobiles,Ultraviolette Automotive is a technology startup working on electric two-wheelers and energy infrastructure.,TVS Motor Company,4000000.0,Series B,2020
Rare Planet,2015.0,Kolkata,Retail startup,Rare Planet sells handicrafts made by local artisans.,Venture Catalysts,400000.0,Pre-series A,2020
GoodGamer,2020.0,Bangalore,Gaming,GoodGamer is India's first Daily Fantasy Sports and true Esports gaming platform.,unidisclosed,2500000.0,Seed,2020
InnAccel,2012.0,Bangalore,Medtech,"A building a portfolio of novel medical devices designed, engineered, and priced for global Emerging Markets.",Mount Judi Ventures,1500000.0,Pre-series A,2020
Tiliter,2017.0,Sydney,Retail,Software that uses computer vision to recognise products without barcodes,"AngelList, Investec",7500000.0,Undisclosed,2020
Slintel,2016.0,"San Francisco Bay Area, Silicon Valley, West Coast",Sles and marketing,"Slintel, a leader in capturing technographics-powered buying intent, helps companies uncover the 3% of active buyers in their target market.","Accel, Stellaris Venture Partners",4200000.0,Undisclosed,2020
SoOLEGAL,2015.0,New Delhi,LegalTech,"SoOLEGAL is a global integrated directory of lawyers, legal aid organizations, and Law firms.",unidisclosed,4000000.0,Undisclosed,2020
HobSpace,2019.0,Mumbai,EdTech,India's Activity Hub for Kids,Artha Venture,200000.0,Seed,2020
Supplynote,2015.0,Noida,SaaS startup,Supplynote is India's leading procurement platform with a unique stack of SAAS and E-commerce to solve the procurement problem,"MOX, SOSV",500000.0,Seed,2020
ShopUp,2017.0,Bangaldesh,E-commerce,"ShopUp provides easy access to B2B sourcing, last-mile logistics, digital credit, and business management solutions to small businesses.","Flourish Ventures, Lonsdale Capital",22000000.0,Series A,2020
Zomato,2008.0,Gurugram,FoodTech,Zomato is a food delivery and restaurant discovery site that provides information and reviews about restaurants.,"Kora, Tiger Global Management",52000000.0,Undisclosed,2020
Dukaan,2020.0,Mumbai,Tech Startup,Developer of an android application designed for businesses to sell online.,"Lightspeed, Matrix Partners.",6000000.0,Seed,2020
CredR,2014.0,Mumbai,Bike marketplace,India’s Only 100% Inspected and Certified Used Bikes Marketplace.,"Eight Roads Ventures, On Mauritius",2000000.0,Undisclosed,2020
Satyukt,2018.0,Bangalore,Agri tech,An agritech company that provides business to business (B2B) agricultural data,"NABVENTURES, Social Alpha (India)",500000.0,Seed,2020
TREAD,2020.0,Bangalore,Fitness startup,A homegrown fitness startup that aims to advance the 'Fit India' initiative by offering holistic and affordable workouts.,"Better Capital, Kunal Shah, Gaurav Munjal",1100000.0,Pre-seed,2020
Anveshan,2019.0,Bangalore,FoodTech,Provide quality and healthy food products,Titan Capital,100000.0,Pre-seed,2020
TeaMonk,2016.0,Bangalore,Food & Bevarages,India's Finest Specialty Tea company.,"Lead Angels Network, Roots Ventures",900000.0,Pre-series A,2020
Fleetx,2017.0,Gurugram,Tech Startup,"Fleetx is an intelligent data platform which uses AI, machine learning, sensors and predictive analytics to help fleet owners.","Rohit Bansal, Rohan Ranavat",3000000.0,Pre-series B,2020
Avataa Me,2014.0,Bangalore,AR platform,AVATAAR.ME is a deep-tech 3D AR platform which delivers personalized fashion discovery experience to users on mobile devices.,Sequoia Capital India,7000000.0,Series A,2020
Arrival,2015.0,"London, England, United Kingdom",EV startup,Arrival is a technology company that specializes in developing electric vehicles.,"UPS Ventures, Hyundai Motor Company",118000000.0,Undisclosed,2020
Cover Genius,2014.0,"Sydney, New South Wales, Australia",FinTech,Cover Genius provides an insurance distribution platform designed to protect the customers of e-commerce companies,"King River Capital, Leap Capital",15000000.0,Undisclosed,2020
Phononic Vibes,2018.0,"Milano, Lombardia, Italy",Deeptech,"Phononic Vibes introduces a new patented technology for vibration and noise control and isolation, with a circular economy approach.",unidisclosed,2300000.0,Undisclosed,2020
Clair,2019.0,"New York, United States",FinTech,Clair is a social fintech that provides Instant Pay Access as a Service for human capital management and gig platforms.,"Upfront Ventures, Walkabout Ventures",4500000.0,Seed,2020
Miko,2015.0,Mumbai,AI startup,"Miko is an advanced robotics startup founded by three IIT Bombay post-graduates on the pillars of robotics, AI & IoT.","Stride Ventures, YourNest Venture Capital",3000000.0,Pre-series B,2020
Razorpay,2014.0,Bangalore,FinTech,"Razorpay is a platform that enables businesses to accept, process, and disburse payments.","Tiger Global Management, Sequoia Capital India",100000000.0,Series D,2020
Ninjacart,2015.0,Bangalore,Food Industry,"Ninjacart is a business-to-business fresh produce supply chain that connects farmers, manufactures, and brands to retailers directly.","Syngenta Ventures, Walmart",30000000.0,Undisclosed,2020
Wow! Momo,2008.0,Kolkata,Food Industry,Wow! Momo is a chain of fast-food restaurants that specializes in momos.,"Tiger Global Management, William Bissell",5000000.0,Debt,2020
Pepper Content,2017.0,Mumbai,Content marketplace,Pepper Content is a Content-Mediation Platform that connects talented writers to organisations that require content.,"Alok Mittal, Manan Maheshwari",4200000.0,Series A,2020
LIVSPACE,2014.0,Bangalore,Interior Design,"Livspace is an interior design startup that offers a platform that connects people to designers, services, and products.","Mercer Investments, Bessemer Venture Partners",4000000.0,Debt,2020
Acculi Labs,2017.0,Bangalore,HealthCare,Acculi Labs is a clinical grade smartphone based diagnostic tool,Startup Basket.,600000.0,Seed,2020
Your MD,2012.0,"London, England, United Kingdom",HealthCare,Your.MD is a platform committed to helping a billion people find their health by unlocking self-care with digital technology.,"Orkla Ventures, Smedvig Capital",25000000.0,Undisclosed,2020
Antaios,2016.0,France,Tech company,Developer of memory-based technology intended to solve issues of advanced computing.,unidisclosed,11000000.0,Undisclosed,2020
Unnati,2017.0,Noida,AgriTech,A helping hand to the farming community through Artificial Intelligence,NABVENTURES,1700000.0,Pre-series A,2020
Disprz,2015.0,Chennai,EdTech,"Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.","Xseed Partners, InnoVen Capital",1600000.0,Pre-series B,2020
Uni,,Mumbai,FinTech,The team aims to bridge the gap for credit cards and make them more accessible for people across different regions.,"Lightspeed India Partners, Accel India",18500000.0,Seed,2020
Credit Wise Capital,1994.0,Mumbai,FinTech,CreditWise Capital is a consumer finance company.,Venture Catalysts,6000000.0,Seed,2020
Chargebee,2011.0,"San Francisco Bay Area, West Coast, Western US",SaaS startup,Chargebee is a PCI Level 1 certified subscription and recurring billing system for SaaS and subscription based eCommerce businesses,"Accel, Steadview Capital",55000000.0,Series F,2020
Winuall,2019.0,Bangalore,EdTech,"Winuall specializes in the fields of E-learning, online quizzes, and tests, study material for competitive exams.","Amit Lakhotia, Akash Gehani",2000000.0,Undisclosed,2020
Genrobotics,2015.0,"Trivandrum, Kerala, India",AI startup,GenRobotic specializes in powered robotic exoskeletons with RC controlled humanoid robotic systems and Artificial Intelligence.,Unicorn India Ventures,300000.0,Undisclosed,2020
Livve,2015.0,Cochin,Rental space,An online platform where both owners and tenants find help in making sure their rental transaction are safe and secure.,unidisclosed,1500000.0,Seed,2020
Ergos,2012.0,"Samastipur, Bihar",AgriTech,Ergos is building an integrated supply chain by setting up micro warehouses.,"Aavishkaar Venture Capital, Chiratae Ventures",5000000.0,Series A,2020
Krishitantra,2017.0,Hyderabad,Soil-Tech,Krishi-Tantra is an Agri-IoT startup building farm automation for controlled agricultural environment.,"NABVENTURES, Omnivore",1000000.0,Seed,2020
Monet Networks,2014.0,"Irvine, California, United States",AI startup,Monet Networks Using sentiment and non verbal cues analysis for increased engagement and real time content feedback.,"SenseAI Ventures, EvoNexus",500000.0,Bridge,2020
NirogStreet,2016.0,Gurugram,Ayurveda tech,NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation.,"Wavemaker Partners, Subho Ray",2000000.0,Pre-series A,2020
Fanball XI,,New Delhi,Gaming,The gaming company mostly focused on fantasy football games,Foxhog Ventures,1000000.0,Seed,2020
Treebo Hotels,2015.0,Bangalore,Hospitality,"Treebo is India's tech-enabled, asset-light affordable accommodation brand.","Ramesh Mangaleswaran, Saikiran Krishnamurthy",6000000.0,Undisclosed,2020
GPS Renewables,2010.0,Bangalore,CleanTech,To solve the urban waste problem by utilising local technologies and business models.,"Triodos, Caspian",3000000.0,Series A,2020
Public,2019.0,New Delhi,Social Media,Video-led social app Public provides users with a platform to share and view important hyperlocal videos,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners",30000000.0,Undisclosed,2020
Legal Salah,2015.0,Kolkata,LegalTech,Legal Salah is bringing the provision of imparting value based legal and consultancy services to the user.,I2I Capitals,1000000.0,Seed,2020
ECOSTP,2017.0,Bangalore,Sanitation solutions,Eco friendly zero power zero maintenance sewage treatment plant in India.,Terwilliger Centre,19000000.0,Undisclosed,2020
Coralogix,2013.0,"San Francisco, California, United States",SaaS startup,Coralogix is a log analytics SaaS platform that improves the delivery and maintenance process for software providers.,"2B Angels, Janvest Capital Partners",25000000.0,Series B,2020
Equiwatt,2015.0,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",Tech company,Equiwatt is a digital platform enabling households to get paid for saving energy at peak times.,Rising Stars,300000.0,Undisclosed,2020
Reliance Retail Ventures,2006.0,Mumbai,E-commerce,"Reliance Retail offers online shopping and a chain of neighborhood stores, supermarkets, and wholesale/specialty stores.","General Atlantic, Kohlberg Kravis Roberts",800000000.0,Undisclosed,2020
Zhangmen,2005.0,"Shanghai, China",EdTech,Zhangmen is an online tutoring platform provides tutoring courses to students.,"CICC Alpha, VMS Asset Management",400000000.0,Undisclosed,2020
AgroWave,2017.0,Gurugram,AgriTech,Agrowave engages in transforming agriculture supply chain by connecting farms to businesses.,Sekhar Puli,500000.0,Undisclosed,2020
Sapio Analytics,2018.0,Mumbai,Tech company,Sapio Analytics provides AI-powered policymaking solutions for government institutions.,unidisclosed,150000.0,Undisclosed,2020
Taimei,2013.0,"Jiaxing, Zhejiang, China",HealthCare,Taimei Technology provides a cloud platform for clinical research collaboration.,"Cowin Venture, ZSVC",176000000.0,Undisclosed,2020
Avanse Financial Services,2012.0,Mumbai,FinTech,"Avanse, regulated by the Reserve Bank of India, is an education finance company that operates as a non-banking finance company (NBFC).",International Finance Corporation,15000000.0,Undisclosed,2020
Industry Buying,2013.0,New Delhi,E-commerce,India's largest industrial ecommerce platform,"BlackSoil, BEENEXT",15000000.0,Undisclosed,2020
Hopscotch,2011.0,Mumbai,E-commerce,"Hopscotch provides an insider access to international brands for babies, kids, and moms.","Marc Lore, Rise Capital",25000000.0,Undisclosed,2020
Pristyn Care,2018.0,Gurugram,HealthCare,Pristyn Care is Health Care Startup that is disrupting Day Care Procedures.,"Sequoia Capital India, Hummingbird Ventures",11000000.0,Undisclosed,2020
WoodenStreet,2015.0,Rajastan,Home Design,Wooden Street is a online furniture platform that provides custom made & ready to order furniture.,"IAN Fund, Rajasthan Venture Capital Fund",1000000.0,Undisclosed,2020
ACKO,2016.0,Mumbai,Insuretech,Acko General Insurance is a private sector general insurance company in India.,"RPS Ventures, Intact Ventures",60000000.0,Undisclosed,2020
Farmers Fresh Zone,2015.0,Kochi,AgriTech,FarmersFZ is an online venture for fresh and safe vegetables and agri products.,"Artha India Ventures, Nagaraja Prakasam",470000.0,Undisclosed,2020
Infurnia,2014.0,Bangalore,Tech Startup,Infurnia Technologies is an eponymous cloud-based architecture design software platform.,"Pallav Nadhani, Idein Ventures",240000.0,Undisclosed,2020
Snowflake,2012.0,California,Tech company,Snowflake is a cloud data platform that provides a data warehouse-as-a-service designed for the cloud.,"Salesforce Ventures, Dragoneer Investment Group",3000000000.0,Undisclosed,2020
GenieTalk,2016.0,Indore,Tech company,GenieTalk as a virtual assistant uses AI to bring conversation commerce with a personalised experience on the app.,unidisclosed,750000.0,Undisclosed,2020
Classplus,2018.0,Noida,EdTech,Classplus offers a mobile-first SaaS platform for 3000+ tutors to offer their curriculum and operations completely online.,"Spiral Ventures, Surge",10000000.0,Undisclosed,2020
Mobile Premier League,2018.0,Bangalore,Entertainment,Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games,"Sequoia Capital India, Times Internet",74000000.0,Undisclosed,2020
Fourth Partner Energy,2010.0,Hyderabad,Solar solution,Fourth Partner Energy provides turnkey rooftop solar energy solutions for customers in India.,"responsAbility, Grameen Impact India (GIII)",16000000.0,Undisclosed,2020
Flipkart,2007.0,Bangalore,E-commerce,Flipkart is an e-commerce marketplace that offers over 30 million products cross 70+ categories.,"Tencent Holdings, Walmart",62000000.0,Undisclosed,2020
Vivriti Capital,2017.0,Chennai,FinTech,Vivriti Capital is a marketplace for small enterprises and individuals that lack efficient access to financial services.,"Aspada, Creation Investments Capital Management, LLC",1000000.0,Undisclosed,2020
InsuranceDekho,2017.0,Ludhiana,FinTech,The funding for branding and marketing activities as well as strengthening the product and technology teams,GirnarSoft,20000000.0,Undisclosed,2020
BestDoc,2016.0,Kochi,HealthCare,An Intelligent Patient Relationship Management (PRM) system for hospitals and other healthcare providers in India.,unidisclosed,2100000.0,Undisclosed,2020
Byju’s,2011.0,Bangalore,EdTech,An Indian educational technology and online tutoring firm,"Owl Ventures, Tiger Global Management",500000000.0,Undisclosed,2020
Melorra,2015.0,Bangalore,Jewellery startup,Melorra is an operator of an online jewelry store that is used to offer contemporary jewelry.,"Jamshed Jeejeebhoy, Symphony International Holdings",12500000.0,Undisclosed,2020
Reliance,1973.0,Mumbai,Multinational conglomerate company,"Reliance owns businesses across India engaged in energy, petrochemicals, textiles, natural resources","Facebook, Google, KKR, Silver Lake",2200000000.0,Undisclosed,2020
Inflexor Ventures,2020.0,Mumbai,FinTech,Experienced Venture Capital-General Partner focused on Technology investments.,unidisclosed,10000000.0,Undisclosed,2020
Pandorum,2011.0,Bangalore,Deeptech startup,A Bangalore based biotechnology company with focus on tissue engineering and regenerative medicine.,"021 Capital, Karnataka Information Technology Venture Capital Fund",5060000.0,Undisclosed,2020
Dream11,2008.0,Mumbai,Entertainment,Dream11 is India’s Biggest Sports Game with 30 million+ users playing Fantasy Cricket,"Steadview Capital, Tencent Holdings",225000000.0,Undisclosed,2020
SignalX,2018.0,Hyderabad,SaaS platform,"An AI-powered SaaS platform for corporate risk and due diligence for a comprehensive financial, legal, regulatory, and reputational risk analysis",unidisclosed,750000.0,Undisclosed,2020
JetSynthesys,2012.0,Mumbai,Tech,Gaming and entertainment startup,"Adar C. Poonawalla, Kris Gopalakrishnan",40000000.0,Undisclosed,2020
Vesta Space Technology,2018.0,Pune,Tech Startup,VestaSpace Technology specialises in making small satellite platforms for commercial and scientific applications.,unidisclosed,10000000.0,Undisclosed,2020
Dozee,2015.0,Bangalore,HealthTech,Dozee offers health and wellness monitoring products.,unidisclosed,1600000.0,Undisclosed,2020
Rebel Foods,2011.0,Pune,Food,"Known for its larger brands – Faasos, Behrouz Biryani, Oven story and Mandarin",Coatue Management,50000000.0,Undisclosed,2020
Nykaa,2012.0,Mumbai,Fashion,Cosmetics & beauty products online,Steadview Capital,24700000.0,Undisclosed,2020
Ketto,2012.0,Mumbai,Finance,"Crowdfunding, Charity, E-commerce","Mumbai Angels, Redcliffe Capital",7700000.0,Undisclosed,2020
Suryoday,2008.0,Mumbai,Finance,Banks that extends two distinct fixed deposit schemes,"Gaja Capital, Kotak Life, Lok Capital",800000.0,Undisclosed,2020
SucSEED,2016.0,Hyderabad,Finance,Venture Partners,"DR. Moti Vyas, Udit Goyal",1300000.0,Undisclosed,2020
Unacademy,2015.0,Bangalore,EdTech,Unacademy is an Indian online education technology company,"Nexus Venture Partners, Sequoia Capital",150000000.0,Undisclosed,2020
Strata,2019.0,Bangalore,Real Estate,"Commercial Real Estate, Commercial Property Investment, Best Long Term Investments","Propstack, SAIF Partners",19067328.0,Undisclosed,2020
3one4 Capital,2016.0,Bangalore,Venture Capital,Use transformative capital and a deep involvement strategy to help Indian entrepreneurs,unidisclosed,100000000.0,Undisclosed,2020
Zomato,2008.0,Haryana,Food devlivery,Get online food delivery from restaurants near you,"MacRitchie Investments, Baillie Gifford",62000000.0,Undisclosed,2020
Gaana,2010.0,Gurugram,Entertainment,Gaana is a commercial music streaming service providing free and licensed music.,"Tencent Holdings, Times Internet",51000000.0,Undisclosed,2020
EM3 Agri,2013.0,Noida,AgriTech,A pioneering organization in the farming-as-a service (FaaS) space,"Global Innovation Fund, Soros Economic Development Fund",1000000.0,Undisclosed,2020
Plum,2013.0,Thane,Cosmetics,"Shampoos, Conditioner & Hair Mask For Healthy, Happy Hair","Ronald Conway, Bay Partners",115000.0,Undisclosed,2020
Odwen,2018.0,Noida,Warehouse,India's first do-it-yourself warehouse management system.,Prospect Partners.,54000.0,Undisclosed,2020
Fasal,2018.0,Bangalore,AgriTech,Captures real-time data on crop growth conditions using on-farm sensors and delivers advisories to farmers in Indian languages,"Omnivore, Zeroth.AI",20000.0,Undisclosed,2020
BankBazaar,2008.0,Chennai,Online financial service,Check your latest Credit Score and get your Credit Report online in India for Free,"Ramesh Srinivasan, Amazon",9000000.0,Undisclosed,2020
Specsmakers,2011.0,Chennai,Eyeglasses,"A leader in crafting stylish, high-quality, eyewear at affordable prices.",Eight Roads Ventures,3000000.0,Undisclosed,2020
Grinntech,2013.0,Dehradun,Battery design,"Grinntech has a range of Lithium-ion batteries which sets new standards in Electrical safety, Energy density, Durability","Ashok Leyland, V Lakshmi Narayanan",2000000.0,Undisclosed,2020
CreditMantri,2012.0,Chennai,Online credit management startup,CreditMantri is a provider of comprehensive Credit Analysis and Credit Improvement programs.,"Ranjit Punja, R Sudarshan, Gowri Mukherjee",803146.0,Undisclosed,2020
Chai Waale,2018.0,Chennai,Beverage,Given the rising trend in the number of tea stalls in the city,"Gunavanth Vaid, Bharat Kumar Sohanraj",238000.0,Undisclosed,2020
Deepsync,2018.0,Bangalore,Tech Startup,"Deepsync is a revolutionary way to record your content, without you really speaking.",Venkat Raju,300000.0,Undisclosed,2020
Reliance Retail,2006.0,Mumbai,E-commerce,"Retailer delivering superior value to its customers, suppliers and shareholders.",Silver Lake Partners,10220000.0,Undisclosed,2020
QShala,2014.0,Bangalore,EdTech,A platform that helps kids learn about life skills,unidisclosed,300000.0,Undisclosed,2020
Pitstop,2015.0,Bangalore,Car Service,"Pitstop owns and operates a network of garages that provides car repair, detailing","Clairvest Group, Ontario Centres of Excellence",1020000.0,Undisclosed,2020
Zomato,2008.0,Haryana,Food devlivery,Get online food delivery from restaurants near you,"MacRitchie Investments, Baillie Gifford",100000000.0,Undisclosed,2020
ShipsKart,2018.0,New Delhi,E-commerce,"ShipsKart platform that streamlines the way marine stores are ordered, approved and received on board with the help of technology.",Betatron,200000.0,Pre-series A,2020
SquadStack,2014.0,San Francisco,Tech company,"Empowering consumer businesses to improve their sales conversions and funnel efficiency, using Artificial Intelligence & Data Science.","Chiratae Ventures, Blume Ventures",5000000.0,Series A,2020
Financepeer,2017.0,Mumbai,EdTech,Financepeer is an AI based peer to peer lending platform.,"Ravi Sanghvi, PitchRight Venture",3000000.0,Pre-series A,2020
Cashify,2009.0,Gurugram,E-commerce,Cashify.in is an e-commerce platform for reselling used electronic gadgets.,"Bessemer Venture Partners, CDH Investments",10000000.0,Debt,2020
Etrio,2017.0,Hyderabad,EV startup,"Etrio is an electric vehicle company in India with tata ace electric, Electric Tata ace HT",HNIs,3000000.0,Series A,2020
StayQrious,2020.0,Bangalore,EdTech,"Live online coding courses with social learning. Build coding skills, confident communication and leadership skills with your very own coach.",Y Combinator,2000000.0,Seed,2020
Sunstone Eduversity,2014.0,Gurugram,EdTech,India's Only Business School That Offers MBA & PGDM Programs With 100% Placement Assurance.,Prime Venture Partners,3000000.0,Series A,2020
Infilect,2015.0,Bangalore,SaaS startup,Infilect Technologies specialises in visual content intelligence by parsing large-scale visual content such as photos and videos,"Mela Ventures, 1Crowd",1500000.0,Pre-series A,2020
Samunnati,2014.0,Chennai,Agriculture,Samunnati is a financial service provider focused on agri value chains.,"responsAbility, Accel",20000000.0,Debt,2020
Yummy Corp,2017.0,"Tangerang, Jawa Barat, Indonesia",Food Industry,"Yummy Corp is a food & beverages company that provides delicious, fresh, and creative food solutions for everyday corporate and group needs.","Palm Drive Capital, Amatil X Ventures",12000000.0,Series B,2020
Smallcase,2015.0,Bangalore,FinTech,Smallcases are portfolios of stocks or ETFs created by India's top financial experts.,"Sequoia Capital India, Blume Ventures",13400000.0,Series B,2020
Clairvolex,2006.0,California,Tech Startup,Clairvolex is an IP solutions company that manages IP assets of large corporations using an IPAM model.,"JF Mauritius SPV, IndusAge Partners",2000000.0,Debt,2020
Assiduus,,Bangalore,E-commerce,"Assiduus leverages its eCommerce experience to help build, grow and scale your brand on various eCommerce platforms",VC Firm K Partners,1000000.0,Series A,2020
